file,is_test,severity,confidence,pattern,title,location,what_was_found
android\guava\src\com\google\common\util\concurrent\AtomicDoubleArray.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,toString (line 226),"Loop at line 226 serializes, materializes, or expands payload-like objects during iteration."
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,addAndGet (line 110),Loop at line 110 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,addAndGet (line 120),Loop at line 120 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,getAndAdd (line 163),Loop at line 163 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,getAndAdd (line 173),Loop at line 173 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,put (line 200),Loop at line 200 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,put (line 210),Loop at line 210 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,putIfAbsent (line 411),Loop at line 411 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,remove (line 252),Loop at line 252 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,removeAllZeros (line 307),Loop at line 307 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\AtomicLongMap.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,sum (line 323),Loop at line 323 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\CycleDetectingLockFactory.java,False,High,High,concurrency-misuse,Direct thread creation,line 464,Line 464 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\CycleDetectingLockFactory.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,ExampleStackTrace (line 497),Loop at line 497 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\CycleDetectingLockFactory.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,createNodes (line 315),Loop at line 315 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\CycleDetectingLockFactory.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,createNodes (line 319),Loop at line 319 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\CycleDetectingLockFactory.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,lockStateChanged (line 736),Loop at line 736 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\ExecutionList.java,False,High,Medium,chatty-io,Remote or service call inside loop,ExecutionList (line 130),"Loop at line 130 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ExecutionSequencer.java,False,High,High,concurrency-misuse,Direct thread creation,ExecutionSequencer (line 104),Line 104 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\ExecutionSequencer.java,False,High,High,concurrency-misuse,Direct thread creation,ExecutionSequencer (line 395),Line 395 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\Futures.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Futures (line 1024),Loop at line 1024 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\FuturesGetChecked.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,validateClass (line 127),Loop at line 127 is nested at depth 4 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\FuturesGetChecked.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,line 228,"Loop at line 228 serializes, materializes, or expands payload-like objects during iteration."
android\guava\src\com\google\common\util\concurrent\JdkFutureAdapters.java,False,High,High,concurrency-misuse,Direct thread creation,line 106,Line 106 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\JdkFutureAdapters.java,False,Medium,High,concurrency-misuse,Executor created in application code path,line 19,Line 19 creates a new executor instance.
android\guava\src\com\google\common\util\concurrent\ListenerCallQueue.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,dispatch (line 120),Loop at line 120 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\ListenerCallQueue.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,run (line 194),Loop at line 194 is nested at depth 4 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\ListenerCallQueue.java,False,Low,Medium,allocation-pressure,String concatenation in loop,run (line 194),Loop at line 194 builds strings through repeated concatenation.
android\guava\src\com\google\common\util\concurrent\MoreExecutors.java,False,High,High,concurrency-misuse,Direct thread creation,MoreExecutors (line 300),Line 300 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\MoreExecutors.java,False,High,Medium,chatty-io,Remote or service call inside loop,MoreExecutors (line 747),"Loop at line 747 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\MoreExecutors.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,MoreExecutors (line 747),Loop at line 747 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\RateLimiter.java,False,High,Medium,chatty-io,Remote or service call inside loop,line 66,"Loop at line 66 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\SequentialExecutor.java,False,High,Medium,chatty-io,Remote or service call inside loop,workOnQueue (line 211),"Loop at line 211 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\SequentialExecutor.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,workOnQueue (line 211),Loop at line 211 is nested at depth 4 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\SequentialExecutor.java,False,Low,Medium,allocation-pressure,String concatenation in loop,workOnQueue (line 211),Loop at line 211 builds strings through repeated concatenation.
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,High,concurrency-misuse,Direct thread creation,line 102,Line 102 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,ServiceManager (line 225),"Loop at line 225 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,checkHealthy (line 771),"Loop at line 771 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,isHealthy (line 394),"Loop at line 394 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,markReady (line 569),"Loop at line 569 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,servicesByState (line 635),"Loop at line 635 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,startAsync (line 274),"Loop at line 274 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,startAsync (line 277),"Loop at line 277 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,startupTimes (line 652),"Loop at line 652 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,High,Medium,chatty-io,Remote or service call inside loop,stopAsync (line 344),"Loop at line 344 contains calls that look like repository, client, network, or database access."
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,checkHealthy (line 771),Loop at line 771 is nested at depth 4 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,startAsync (line 277),Loop at line 277 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\ServiceManager.java,False,Low,Medium,allocation-pressure,String concatenation in loop,startAsync (line 277),Loop at line 277 builds strings through repeated concatenation.
android\guava\src\com\google\common\util\concurrent\Striped.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Striped (line 148),Loop at line 148 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\Striped.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Striped (line 155),Loop at line 155 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\Striped.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Striped (line 381),Loop at line 381 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\Striped.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,Striped (line 429),Loop at line 429 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\ThreadFactoryBuilder.java,False,High,High,concurrency-misuse,Direct thread creation,ThreadFactoryBuilder (line 100),Line 100 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\ThreadFactoryBuilder.java,False,High,High,concurrency-misuse,Direct thread creation,ThreadFactoryBuilder (line 117),Line 117 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\ThreadFactoryBuilder.java,False,High,High,concurrency-misuse,Direct thread creation,ThreadFactoryBuilder (line 144),Line 144 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\ThreadFactoryBuilder.java,False,High,High,concurrency-misuse,Direct thread creation,ThreadFactoryBuilder (line 196),Line 196 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\ThreadFactoryBuilder.java,False,High,High,concurrency-misuse,Direct thread creation,line 47,Line 47 creates a thread directly.
android\guava\src\com\google\common\util\concurrent\Uninterruptibles.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 278,Loop at line 278 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\common\util\concurrent\Uninterruptibles.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 351,Loop at line 351 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava\src\com\google\thirdparty\publicsuffix\PublicSuffixTrie.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,findSuffixIndex (line 118),Loop at line 118 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\AbstractContainerTester.java,False,Medium,High,allocation-pressure,Allocation-heavy loop body,getOrderedElements (line 226),"Loop at line 226 allocates new collections, builders, or mapping helpers during iteration."
android\guava-testlib\src\com\google\common\collect\testing\AbstractContainerTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,expectMissing (line 168),Loop at line 168 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\AbstractContainerTester.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,getOrderedElements (line 226),"Loop at line 226 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
android\guava-testlib\src\com\google\common\collect\testing\AbstractContainerTester.java,False,Low,Medium,allocation-pressure,String concatenation in loop,expectMissing (line 168),Loop at line 168 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\AbstractIteratorTester.java,False,High,Medium,chatty-io,Remote or service call inside loop,verify (line 360),"Loop at line 360 contains calls that look like repository, client, network, or database access."
android\guava-testlib\src\com\google\common\collect\testing\AbstractIteratorTester.java,False,Low,Medium,allocation-pressure,String concatenation in loop,verify (line 360),Loop at line 360 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\AbstractMapTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,expectContents (line 196),Loop at line 196 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\AbstractMapTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,expectMissing (line 175),Loop at line 175 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\AbstractMapTester.java,False,Low,Medium,allocation-pressure,String concatenation in loop,expectContents (line 196),Loop at line 196 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\AbstractMapTester.java,False,Low,Medium,allocation-pressure,String concatenation in loop,expectMissing (line 175),Loop at line 175 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\AbstractMapTester.java,False,Low,Medium,allocation-pressure,String concatenation in loop,expectMissingKeys (line 71),Loop at line 71 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\AbstractMapTester.java,False,Low,Medium,allocation-pressure,String concatenation in loop,expectMissingValues (line 77),Loop at line 77 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\DerivedCollectionGenerators.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,order (line 267),Loop at line 267 is nested at depth 5 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\features\FeatureUtil.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,impliedFeatures (line 86),Loop at line 86 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\features\FeatureUtil.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,impliedFeatures (line 88),Loop at line 88 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\FeatureSpecificTestSuiteBuilder.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,formatFeatureSet (line 310),"Loop at line 310 serializes, materializes, or expands payload-like objects during iteration."
android\guava-testlib\src\com\google\common\collect\testing\FeatureSpecificTestSuiteBuilder.java,False,Low,Medium,allocation-pressure,String concatenation in loop,formatFeatureSet (line 310),Loop at line 310 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\google\AbstractBiMapTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,expectContents (line 61),Loop at line 61 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\AbstractBiMapTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,expectMissing (line 72),Loop at line 72 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\AbstractBiMapTester.java,False,Low,Medium,allocation-pressure,String concatenation in loop,expectContents (line 61),Loop at line 61 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\google\AbstractBiMapTester.java,False,Low,Medium,allocation-pressure,String concatenation in loop,expectMissing (line 72),Loop at line 72 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\google\ListMultimapAsMapTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testAsMapGetImplementsList (line 61),Loop at line 61 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\ListMultimapPutAllTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testPutAllAddsAtEndInOrder (line 41),Loop at line 41 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\ListMultimapPutTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testPutAddsValueAtEnd (line 43),Loop at line 43 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\ListMultimapPutTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testPutAddsValueAtEnd (line 44),Loop at line 44 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\ListMultimapPutTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testPutDuplicateValue (line 64),Loop at line 64 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\ListMultimapRemoveTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testRemoveAtIndexFromAsMapPropagates (line 74),Loop at line 74 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\ListMultimapRemoveTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testRemoveAtIndexFromGetPropagates (line 58),Loop at line 58 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapAsMapTester.java,False,Medium,High,allocation-pressure,Allocation-heavy loop body,testAsMapGet (line 55),"Loop at line 55 allocates new collections, builders, or mapping helpers during iteration."
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapAsMapTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testAsMapGet (line 55),Loop at line 55 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapAsMapTester.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,testAsMapGet (line 55),"Loop at line 55 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapClearTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testClearPropagatesToAsMapGet (line 116),Loop at line 116 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapClearTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testClearPropagatesToGet (line 105),Loop at line 105 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapContainsEntryTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testContainsEntryAgreesWithGet (line 53),Loop at line 53 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapContainsEntryTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testContainsEntryAgreesWithGet (line 54),Loop at line 54 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapContainsKeyTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testContainsKeyAgreesWithGet (line 56),Loop at line 56 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapContainsKeyTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testContainsKeyAgreesWithKeySet (line 68),Loop at line 68 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapKeySetTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testKeySet (line 43),Loop at line 43 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapPutTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testPutPresentKeyPropagatesToAsMapGet (line 179),Loop at line 179 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapPutTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testPutPresentKeyPropagatesToGet (line 160),Loop at line 160 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapRemoveEntryTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testRemovePropagatesToAsMap (line 139),Loop at line 139 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapRemoveEntryTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testRemovePropagatesToGet (line 118),Loop at line 118 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapReplaceValuesTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testReplaceNonEmptyValues (line 102),Loop at line 102 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapTestSuiteBuilder.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,computeMultimapGetFeatures (line 289),Loop at line 289 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapTestSuiteBuilder.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,create (line 518),Loop at line 518 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultimapTestSuiteBuilder.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,order (line 384),Loop at line 384 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultisetTestSuiteBuilder.java,False,Medium,High,allocation-pressure,Allocation-heavy loop body,order (line 249),"Loop at line 249 allocates new collections, builders, or mapping helpers during iteration."
android\guava-testlib\src\com\google\common\collect\testing\google\MultisetTestSuiteBuilder.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,order (line 249),Loop at line 249 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\MultisetTestSuiteBuilder.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,order (line 249),"Loop at line 249 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
android\guava-testlib\src\com\google\common\collect\testing\google\SetGenerators.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,checkedCreate (line 421),Loop at line 421 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\SetMultimapAsMapTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testAsMapGetImplementsSet (line 62),Loop at line 62 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\SetMultimapPutAllTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testPutAllHandlesDuplicates (line 43),Loop at line 43 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\SetMultimapPutTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testPutDuplicateValue (line 55),Loop at line 55 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\google\SortedSetMultimapAsMapTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testAsMapGetImplementsSortedSet (line 49),Loop at line 49 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 306,Loop at line 306 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 309,Loop at line 309 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 317,Loop at line 317 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 330,Loop at line 330 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 333,Loop at line 333 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 342,Loop at line 342 is nested at depth 3 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 306,Loop at line 306 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 309,Loop at line 309 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 317,Loop at line 317 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 330,Loop at line 330 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 333,Loop at line 333 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\Helpers.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 342,Loop at line 342 builds strings through repeated concatenation.
android\guava-testlib\src\com\google\common\collect\testing\MapTestSuiteBuilder.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 216,Loop at line 216 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\MapTestSuiteBuilder.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 222,Loop at line 222 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\MinimalSet.java,False,Medium,Medium,algorithmic-waste,List membership checks inside loop,line 54,Loop at line 54 performs `.contains(...)` checks that may scan collections repeatedly.
android\guava-testlib\src\com\google\common\collect\testing\MinimalSet.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 54,Loop at line 54 is nested at depth 2 and also performs repeated lookup or transformation work.
android\guava-testlib\src\com\google\common\collect\testing\PerCollectionSizeTestSuiteBuilder.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,createTestSuite (line 87),"Loop at line 87 serializes, materializes, or expands payload-like objects during iteration."
android\guava-testlib\src\com\google\common\collect\testing\SpliteratorTester.java,False,Medium,High,allocation-pressure,Allocation-heavy loop body,expect (line 307),"Loop at line 307 allocates new collections, builders, or mapping helpers during iteration."
android\guava-testlib\src\com\google\common\collect\testing\SpliteratorTester.java,False,Medium,Medium,algorithmic-waste,List membership checks inside loop,expect (line 307),Loop at line 307 performs `.contains(...)` checks that may scan collections repeatedly.
android\guava-testlib\src\com\google\common\collect\testing\SpliteratorTester.java,False,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,expect (line 307),Loop at line 307 is nested at depth 2 and also performs repeated lookup or transformation work.
